"""Oh thinkin' about all our younger years. There was only you and me. We were young and wild and free. Now nothin' can take you away from me. We've been down that road before. But that's over now. You keep me comin' back for more. Baby, you're all that I want, When you're lyin' here in my arms. I'm findin' it hard to believe, We're in heaven. And love is all that I need, And I found it there in your heart. It isn't too hard to see, We're in heaven.""",love
"""Each time the wind blows,I hear your voice so,I call your name. Whispers at morning,Our love is dawning,Heaven's glad you came. You know how I feel,This thing can't go wrong,I'm so proud to say I love you. Your love's got me high,I long to get by,This time is forever,Love is the answer.I hear your voice now,You are my choice now,The love you bring.Heaven's in my heart,At your call,I hear harps,And angels sing.You know how I feel, This thing can't go wrong,I can't live my life without you.I just can't hold on,I feel we belong,My life ain't worth living.If I can't be with you,I just can't stop loving you,I just can't stop loving you.And if I stop,Then tell me just what will I do,Cause I just can't stop loving you.""",love
"""Now I can rest my worries, And always be sure. That I won't be alone, anymore. If I'd only known you were there. All the time,All this time.Until the day the ocean Doesn't touch the sand. Now & Forever I will be your man.""",love
"""The whispers in the morning Of lovers sleeping tight. Are rolling by like thunder now As I look in your eyes. I hold on to your body And feel each move you make.Your voice is warm and tender. A love that I could not forsake. 'Cause I am your lady And you are my man. Whenever you reach for me I'll do all that I can.""",love
"""You're a falling star, you're the get away car. You're the line in the sand when I go too far. You're the swimming pool on an August day. And you're the perfect thing to see. And you play you're coy, but it's kinda cute. Oh, when you smile at me you know exactly what you do. Baby, don't pretend that you don't know it's true. Cause you can see it when I look at you. And in this crazy life, and through these crazy times, It's you, it's you; you make me sing.You're every line, you're every word, you're everything.""",love
"""I can hear her heart beat for a thousand miles. And the heaven's open every time she smiles. And when I come to her that's where I belong. Yet I'm running to her like a river's song. She give me love, love, love, love, crazy love.""",love
"""Just because I love you so because my heart needs to know. You could ask for the world tonight. I'd even hand you the moon at night. Just because I love you so I'd let everyone know. How I caught you the stars tonight. Let them all disappear tonight. Just because I love you.""",love
"""When a man loves a woman Can't keep his mind on nothin' else. He'd trade the world For a good thing he's found. If she is bad, he can't see it. She can do no wrong. Turn his back on his best friend If he puts her down.""",love
"""when you love someone, you'll sacrifice. you'd give it everything you got and you won't think twice. you'd risk it all no matter what may come when you love someone.""",love
"""Life with me I know for sure it ain't been easy but you stayed with me anyway. And even though you ain't gonna lose too much by leaving I'm so glad you stayed. My love, just thinking about you baby Just blows my mind.""",love
"""I've never seen you looking so lovely as you did tonight. I've never seen you shine so bright. I've never seen so many men ask you if you wanted to dance. They're looking for a little romance, given half a chance. And I have never seen that dress you're wearing, Or the highlights in your hair that catch your eyes.I have been blind. The lady in red is dancing with me, cheek to cheek. There's nobody here, it's just you and me.""",love
"""I've been really tryin', baby. Tryin' to hold back these feeling for so long And if you feel, like I feel baby. Then come on, oh come on. Let's get it on.""",love
"""I feel it in my fingers. I feel it in my toes. The love that's all around me. And so the feeling grows. It's written on the wind. It's everywhere I go. So if you really love me come on and let it show.You know I love you, I always will. My mind's made up by the way that I feel. There's no beginning, there'll be no end 'cause on my love you can depend.""",love
"""I'll be your dream, I'll be your wish, I'll be your fantasy. I'll be your hope, I'll be your love, be everything that you need. I love you more with every breath, truly madly deeply do. I will be strong, I will be faithful because I'm counting on a new beginning.""",love
"""Oh, my love, my darling. I've hungered for your touch, a long lonely time. And time goes by, so slowly and time can do so much. Are you, still mine? I need your love, I need your love""",love
"""We like, we like to party. We like to party. I've got something to tell you. I've got news for you. Gonna put some wheels in motion. Get ready 'cause we're coming through. Hey now, hey now, hear what I say now. Happiness is just around the corner. Hey now, hey now, hear what I say now. We'll be there for you.""",happiness
"""It might seem crazy what I'm about to say.Sunshine she's here, you can take away. I'm a hot air balloon, I could go to space. With the air, like I don't care baby by the way. Because I'm happy. Clap along if you feel like a room without a roof. Because I'm happy. Clap along if you feel like happiness is the truth.""",happiness
"""That's all they really want, is some fun. When the working day is done. Oh girls, they wanna have fun.""",happiness
"""Everyone around, love them, love them. Put it in your hands, take it, take it. There's no time to cry, happy, happy. Put it in your heart where tomorrow shines. Gold and silver shine. Shiny happy people holding hands.""",happiness
"""What is happening here. Something's going on that's not quite clear. Somebody turn on the lights. We're gonna have a party. It's starting tonight. Oh, what a feeling when we're dancing on the ceiling.""",happiness
"""If we took a holiday. Took some time to celebrate. Just one day out of life. It would be, it would be so nice. Everybody spread the word. We're gonna have a celebration all across the world in every nation.""",happiness
"""Well my friends the time has come. To raise the roof and have some fun. Throw away the work to be done. Let the music play on.""",happiness
"""I gotta feeling that tonight's gonna be a good night. That tonight's gonna be a good night. Tonight's the night, let's live it up. I got my money, let's spend it up.""",happiness
"""It's a beautiful day. Sky falls, you feel like it's a beautiful day. Don't let it get away.""",happiness
"I had a dream so big and loud. I jumped so high I touched the clouds. I stretched my hands out to the sky. We danced with monsters through the night. I'm never gonna look back. No, please don't wake me now. This is gonna be the best day of my life.",happiness
"""Birds flying high. You know how I feel. Sun in the sky. You know how I feel. You know how I feel. It's a new dawn. It's a new day. It's a new life for me. And I'm feeling good.""",happiness
"""Here I go out to see again. The sunshine fills my hair and dreams hang in the air. Gulls in the sky and in my blue eyes. You know it feels unfair, there's magic everywhere. Look at me standing here on my own again, up straight in the sunshine. No need to run and hide, it's a wonderful, wonderful life. No need to laugh or cry, it's a wonderful, wonderful life.""",happiness
"""Oh, feeling crazy. The moon is up, the night is hazy. Let's get lost in the shadows. Somewhere we can go and no one else can find. Loosen up your body till you come undone.""",happiness
"""I've got this feeling that times are holding me down. I'll hit the ceiling or else I'll tear up this town. Now I gotta cut loose, footloose. Kick off your Sunday shoes.""",happiness
"""I want to turn the whole thing upside down. I'll find the things they say just can't be found. I'll share this love I find with everyone. We'll sing and dance to Mother Nature's songs.I don't want this feeling to go away.""",happiness
"""One I wish I never played. Oh what a mess we made. And now the final frame. Love is a losing game.""",sadness
"""And I am feeling so small. It was over my head. I know nothing at all. Say something, I'm giving up on you.""",sadness
"""Love of my life, you've hurt me. You've broken my heart and now you leave me. Love of my life, can't you see? Don't take it away from me. Because you don't know what it means to me.""",sadness
"""You were my sun, you were my earth. But you didn't know all the ways I loved you. So you took a chance and made other plans. But I bet you didn't think that they would come crashing down.""",sadness
"""Seems like it was yesterday when I saw your face. You told me how proud you were but I walked away. If only I knew what I know today. I would hold you in my arms. I would take the pain away. Thank you for all you've done. Forgive all your mistakes.""",sadness
"""Hello from the other side. I must have called a thousand times to tell you I'm sorry for everything that I've done. But when I call you never seem to be home. Hello from the outside. At least I can say that I've tried to tell you I'm sorry for breaking your heart. But it don't matter it clearly doesn't tear you apart anymore.""",sadness
"""I heard it on the street. I heard you might have found somebody new. Well who is he baby, who is he? And tell me what he means to you. I took it all for granted but how was I to know. That you'd be letting go.""",sadness
"""Don't leave me in all this pain. Don't leave me out in the rain. Come back and bring back my smile. Come and take these tears away. I need your arms to hold me now. The nights are so unkind. Bring back those nights when I held you beside me.""",sadness
"""I will not make the same mistakes that you did. I will not let myself cause my heart so much misery. I will not break. The way you did, you fell so hard. I've learned the hard way to never let it get that far.""",sadness
"""It must have been love but it's over now. It must have been good but I lost it somehow. It must have been love but it's over now.""",sadness
"""I'll close my eyes then I won't see. The love you don't feel when you're holding me. Cause I can't make you love me if you don't.""",sadness
"""It's hard to believe that there's nobody out there. It's hard to believe that I'm all alone. At least I have her love, the city she loves me. Lonely as I am, together we cry.""",sadness
"""But I'm a creep, I'm a weirdo. What the hell am I doing here? I don't belong here. I wish I was special.""",sadness
"""Would you know my name if I saw you in heaven? Would it be the same if I saw you in heaven? I must be strong and carry on because I know I don't belong here in heaven.""",sadness
"""And I find it kind of funny. I find it kind of sad. The dreams in which I'm dying are the best I've ever had. Their tears are filling up their glasses.""",sadness
"""You may say I'm a dreamer but I'm not the only one. I hope someday you'll join us and the world will be as one.""",inspirational
"""I hope you never lose your sense of wonder. You get your fill to eat but always keep that hunger. May you never take one single breath for granted. I hope you dance.""",inspirational
"""Heal the world. Make it a better place for you and for me and the entire human race. There are people dying. If you care enough for the living. Make it a better place for you and for me.""",inspirational
"""I am beautiful. No matter what they say. Words can't bring me down. I am beautiful in every single way. Words can't bring me down.""",inspirational
"""It's my life. It's now or never. I ain't gonna live forever. I just want to live while I'm alive.""",inspirational
"""We are the champions, my friends. And we'll keep on fighting till the end.""",inspirational
"""Somewhere over the rainbow blue birds fly and the dreams that you dreamed of. Dreams really do come true.""",inspirational
"""When you're standing at the crossroads and don't know which path to choose, let me come along. Because even if you're wrong, I'll stand by you.""",inspirational
"""Hold on, to me as we go. As we roll down this unfamiliar road and although this wave is stringing us along, just know you're not alone.""",inspirational
"""Sometimes in our lives we all have pain and we all have sorrow. But if we are wise, we know that there's always tomorrow. Lean on me, when you're not strong. And I'll be your friend. I'll help you carry on.""",inspirational
"""And in my hour of darkness she is standing right in front of me speaking words of wisdom. Let it be.""",inspirational
"""There's a hero if you look inside your heart. You don't have to be afraid of what you are. There's an answer if you reach into your soul. And the sorrow that you know will melt away.""",inspirational
"""I believe I can fly. I believe I can touch the sky. I think about it every night and day. Spread my wings and fly away. I believe I can soar. I see me running through that open door.""",inspirational
"""I'm starting with the man in the mirror. I'm asking him to change his ways. And no message could have been any clearer. If you wanna make the world a better place take a look at yourself, and then make a change.""",inspirational
"""My mama told me when I was young we are all born superstars. She rolled my hair and put my lipstick on in the glass of her boudoir. I'm beautiful in my way because God makes no mistakes. I'm on the right track. I was born this way.""",inspirational